QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 50
PointsCollision: -10
PointsMoving: 10
MaxPopulation: 500
MaxTime: 600
EnvMutationRate: 0.2

Environment 0	 h: 5	 mr: 0.2	 nc: 0.5	 nm: 0.5	 bmp: 1	 cc: 1
	Repetition 0
		Population 0
			Robot 0 	f: 0.00 	mf: 0.00 	ga0: 0.67 	ga1: 8.10 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: 0.27 	gb1: 4.16 	gb2: 0.29 	gb3: 0.15 	gb4: -0.17 	gb5: 0.56 	gb6: 0.38 	gb7: -0.47 	gb8: 0.44 	gb9: -0.61
			Robot 11 	f: -523.39 	mf: 350.40 	ga0: -9.15 	ga1: -1.33 	ga2: 0.57 	ga3: 0.33 	ga4: 0.60 	ga5: 0.67 	ga6: 1.09 	gb0: -9.21 	gb1: -1.59 	gb2: 0.47 	gb3: 0.45 	gb4: 0.53 	gb5: 0.59 	gb6: 1.18 	gb7: 0.02 	gb8: -0.14 	gb9: -1.36
			Robot 12 	f: 643.28 	mf: 466.80 	ga0: -9.21 	ga1: -2.45 	ga2: 0.58 	ga3: 0.32 	ga4: 0.69 	ga5: 0.67 	ga6: 1.15 	gb0: -9.18 	gb1: -2.47 	gb2: 0.55 	gb3: 0.39 	gb4: 0.60 	gb5: 0.73 	gb6: 1.13 	gb7: -0.08 	gb8: 0.05 	gb9: -1.41
			Robot 13 	f: 569.95 	mf: 371.60 	ga0: -9.37 	ga1: -2.13 	ga2: 0.57 	ga3: 0.33 	ga4: 0.82 	ga5: 0.67 	ga6: 1.13 	gb0: -9.33 	gb1: -2.17 	gb2: 0.60 	gb3: 0.25 	gb4: 0.73 	gb5: 0.69 	gb6: 1.11 	gb7: -0.00 	gb8: -0.05 	gb9: -1.32
			Robot 14 	f: 421.28 	mf: 346.20 	ga0: -9.26 	ga1: -2.66 	ga2: 0.66 	ga3: 0.32 	ga4: 0.64 	ga5: 0.69 	ga6: 1.30 	gb0: -9.20 	gb1: -2.57 	gb2: 0.68 	gb3: 0.39 	gb4: 0.71 	gb5: 0.68 	gb6: 1.25 	gb7: -0.10 	gb8: -0.12 	gb9: -1.22
		Population 79
			Robot 0 	f: 538.50 	mf: 337.40 	ga0: -9.16 	ga1: -2.38 	ga2: 0.57 	ga3: 0.45 	ga4: 0.60 	ga5: 0.67 	ga6: 1.32 	gb0: -9.21 	gb1: -2.55 	gb2: 0.61 	gb3: 0.42 	gb4: 0.49 	gb5: 0.66 	gb6: 1.31 	gb7: -0.13 	gb8: -0.08 	gb9: -1.34
			Robot 1 	f: 485.80 	mf: 363.00 	ga0: -9.17 	ga1: -2.64 	ga2: 0.58 	ga3: 0.37 	ga4: 0.60 	ga5: 0.76 	ga6: 1.14 	gb0: -9.13 	gb1: -2.71 	gb2: 0.57 	gb3: 0.23 	gb4: 0.59 	gb5: 0.80 	gb6: 1.10 	gb7: -0.02 	gb8: 0.07 	gb9: -1.32
			Robot 2 	f: 306.07 	mf: 177.00 	ga0: -9.08 	ga1: 0.80 	ga2: 0.72 	ga3: 0.39 	ga4: 0.61 	ga5: 0.70 	ga6: 1.18 	gb0: -9.19 	gb1: -0.87 	gb2: 0.73 	gb3: 0.34 	gb4: 0.67 	gb5: 0.63 	gb6: 1.12 	gb7: -0.00 	gb8: -0.13 	gb9: -1.38
			Robot 3 	f: 434.98 	mf: 117.60 	ga0: -9.69 	ga1: -1.80 	ga2: 0.59 	ga3: 0.56 	ga4: 0.61 	ga5: 0.74 	ga6: 1.14 	gb0: -9.57 	gb1: -1.91 	gb2: 0.52 	gb3: 0.51 	gb4: 0.56 	gb5: 0.79 	gb6: 1.20 	gb7: 0.11 	gb8: -0.06 	gb9: -1.26
			Robot 4 	f: 689.59 	mf: 528.20 	ga0: -9.17 	ga1: -2.62 	ga2: 0.59 	ga3: 0.35 	ga4: 0.61 	ga5: 0.71 	ga6: 1.16 	gb0: -9.27 	gb1: -2.50 	gb2: 0.48 	gb3: 0.29 	gb4: 0.64 	gb5: 0.76 	gb6: 1.14 	gb7: 0.00 	gb8: -0.01 	gb9: -1.32
			Robot 5 	f: 610.13 	mf: 364.20 	ga0: -9.28 	ga1: -2.04 	ga2: 0.72 	ga3: 0.35 	ga4: 0.60 	ga5: 0.69 	ga6: 1.11 	gb0: -9.36 	gb1: -2.14 	gb2: 0.58 	gb3: 0.44 	gb4: 0.62 	gb5: 0.75 	gb6: 1.04 	gb7: 0.02 	gb8: 0.03 	gb9: -1.25
			Robot 6 	f: 728.24 	mf: 319.00 	ga0: -9.14 	ga1: -2.44 	ga2: 0.57 	ga3: 0.33 	ga4: 0.60 	ga5: 0.68 	ga6: 1.36 	gb0: -9.17 	gb1: -2.49 	gb2: 0.63 	gb3: 0.45 	gb4: 0.58 	gb5: 0.66 	gb6: 1.32 	gb7: -0.03 	gb8: -0.13 	gb9: -1.41
			Robot 7 	f: 568.26 	mf: 437.00 	ga0: -9.16 	ga1: -3.13 	ga2: 0.82 	ga3: 0.55 	ga4: 0.60 	ga5: 0.68 	ga6: 1.09 	gb0: -9.20 	gb1: -2.59 	gb2: 0.57 	gb3: 0.57 	gb4: 0.66 	gb5: 0.72 	gb6: 1.15 	gb7: -0.05 	gb8: -0.11 	gb9: -1.38
			Robot 8 	f: 575.14 	mf: 269.60 	ga0: -9.14 	ga1: -1.90 	ga2: 0.57 	ga3: 0.36 	ga4: 0.60 	ga5: 0.68 	ga6: 1.13 	gb0: -9.08 	gb1: -1.88 	gb2: 0.44 	gb3: 0.33 	gb4: 0.50 	gb5: 0.60 	gb6: 1.12 	gb7: -0.08 	gb8: 0.06 	gb9: -1.25
			Robot 9 	f: 373.34 	mf: 518.80 	ga0: -9.58 	ga1: -3.35 	ga2: 0.58 	ga3: 0.34 	ga4: 0.61 	ga5: 0.69 	ga6: 1.13 	gb0: -9.44 	gb1: -2.91 	gb2: 0.48 	gb3: 0.32 	gb4: 0.54 	gb5: 0.79 	gb6: 1.05 	gb7: 0.02 	gb8: -0.00 	gb9: -1.36
			Robot 10 	f: 630.32 	mf: 351.20 	ga0: -9.26 	ga1: -2.39 	ga2: 0.66 	ga3: 0.34 	ga4: 0.71 	ga5: 0.73 	ga6: 1.13 	gb0: -9.27 	gb1: -2.43 	gb2: 0.61 	gb3: 0.38 	gb4: 0.58 	gb5: 0.82 	gb6: 1.20 	gb7: -0.01 	gb8: -0.10 	gb9: -1.21
			Robot 11 	f: 367.64 	mf: 259.80 	ga0: -9.16 	ga1: -1.97 	ga2: 0.58 	ga3: 0.34 	ga4: 0.61 	ga5: 0.71 	ga6: 1.13 	gb0: -9.12 	gb1: -2.03 	gb2: 0.50 	gb3: 0.34 	gb4: 0.58 	gb5: 0.64 	gb6: 1.08 	gb7: -0.00 	gb8: 0.05 	gb9: -1.23
			Robot 12 	f: 706.24 	mf: 500.80 	ga0: -9.21 	ga1: -2.45 	ga2: 0.58 	ga3: 0.32 	ga4: 0.69 	ga5: 0.67 	ga6: 1.15 	gb0: -9.18 	gb1: -2.47 	gb2: 0.55 	gb3: 0.39 	gb4: 0.60 	gb5: 0.73 	gb6: 1.13 	gb7: -0.08 	gb8: 0.05 	gb9: -1.41
			Robot 13 	f: 713.72 	mf: 440.20 	ga0: -9.37 	ga1: -2.13 	ga2: 0.57 	ga3: 0.33 	ga4: 0.82 	ga5: 0.67 	ga6: 1.13 	gb0: -9.33 	gb1: -2.17 	gb2: 0.60 	gb3: 0.25 	gb4: 0.73 	gb5: 0.69 	gb6: 1.11 	gb7: -0.00 	gb8: -0.05 	gb9: -1.32
			Robot 14 	f: 360.44 	mf: 405.00 	ga0: -9.22 	ga1: -2.64 	ga2: 0.63 	ga3: 0.34 	ga4: 0.63 	ga5: 0.70 	ga6: 1.23 	gb0: -9.20 	gb1: -2.68 	gb2: 0.66 	gb3: 0.31 	gb4: 0.65 	gb5: 0.78 	gb6: 1.21 	gb7: 0.05 	gb8: -0.10 	gb9: -1.21
		Population 80
			Robot 0 	f: -2139.54 	mf: -197.00 	ga0: -9.37 	ga1: -2.86 	ga2: 0.57 	ga3: 0.39 	ga4: 0.60 	ga5: 0.92 	ga6: 1.40 	gb0: -9.45 	gb1: -2.77 	gb2: 0.46 	gb3: 0.36 	gb4: 0.57 	gb5: 0.79 	gb6: 1.21 	gb7: -0.05 	gb8: -0.10 	gb9: -1.27
			Robot 1 	f: 368.49 	mf: 364.40 	ga0: -9.37 	ga1: -3.00 	ga2: 0.70 	ga3: 0.36 	ga4: 0.60 	ga5: 0.73 	ga6: 1.13 	gb0: -9.38 	gb1: -2.99 	gb2: 0.58 	gb3: 0.39 	gb4: 0.68 	gb5: 0.68 	gb6: 1.15 	gb7: -0.02 	gb8: 0.05 	gb9: -1.26
			Robot 2 	f: -503.22 	mf: 23.00 	ga0: -9.16 	ga1: -1.28 	ga2: 0.65 	ga3: 0.37 	ga4: 0.61 	ga5: 0.70 	ga6: 1.15 	gb0: -9.32 	gb1: -1.50 	gb2: 0.53 	gb3: 0.29 	gb4: 0.64 	gb5: 0.67 	gb6: 1.18 	gb7: -0.09 	gb8: 0.02 	gb9: -1.41
			Robot 3 	f: -507.35 	mf: -76.00 	ga0: -9.63 	ga1: 0.71 	ga2: 0.61 	ga3: 0.45 	ga4: 0.61 	ga5: 0.72 	ga6: 1.13 	gb0: -9.55 	gb1: -0.90 	gb2: 0.54 	gb3: 0.41 	gb4: 0.66 	gb5: 0.82 	gb6: 1.06 	gb7: 0.08 	gb8: -0.09 	gb9: -1.22
			Robot 4 	f: -2251.96 	mf: -2.00 	ga0: -9.37 	ga1: -2.98 	ga2: 0.59 	ga3: 0.35 	ga4: 0.61 	ga5: 0.70 	ga6: 1.14 	gb0: -9.28 	gb1: -2.78 	gb2: 0.44 	gb3: 0.37 	gb4: 0.69 	gb5: 0.83 	gb6: 1.13 	gb7: -0.01 	gb8: -0.07 	gb9: -1.38
			Robot 5 	f: -951.18 	mf: 48.20 	ga0: -9.43 	ga1: -2.70 	ga2: 0.65 	ga3: 0.35 	ga4: 0.60 	ga5: 0.69 	ga6: 1.12 	gb0: -9.51 	gb1: -2.55 	gb2: 0.67 	gb3: 0.30 	gb4: 0.59 	gb5: 0.80 	gb6: 1.16 	gb7: -0.07 	gb8: 0.03 	gb9: -1.21
			Robot 6 	f: -2013.71 	mf: -168.20 	ga0: -9.36 	ga1: -2.90 	ga2: 0.68 	ga3: 0.34 	ga4: 0.60 	ga5: 0.68 	ga6: 1.24 	gb0: -9.24 	gb1: -2.84 	gb2: 0.70 	gb3: 0.30 	gb4: 0.57 	gb5: 0.63 	gb6: 1.18 	gb7: -0.05 	gb8: 0.06 	gb9: -1.25
			Robot 7 	f: 635.60 	mf: 523.40 	ga0: -9.16 	ga1: -3.13 	ga2: 0.82 	ga3: 0.55 	ga4: 0.60 	ga5: 0.68 	ga6: 1.09 	gb0: -9.20 	gb1: -2.59 	gb2: 0.57 	gb3: 0.57 	gb4: 0.66 	gb5: 0.72 	gb6: 1.15 	gb7: -0.05 	gb8: -0.11 	gb9: -1.38
			Robot 8 	f: 325.69 	mf: 273.60 	ga0: -9.36 	ga1: -2.63 	ga2: 0.57 	ga3: 0.35 	ga4: 0.60 	ga5: 0.69 	ga6: 1.13 	gb0: -9.38 	gb1: -2.50 	gb2: 0.54 	gb3: 0.24 	gb4: 0.50 	gb5: 0.71 	gb6: 1.13 	gb7: -0.07 	gb8: 0.02 	gb9: -1.21
			Robot 9 	f: 545.83 	mf: 527.60 	ga0: -9.58 	ga1: -3.35 	ga2: 0.58 	ga3: 0.34 	ga4: 0.61 	ga5: 0.69 	ga6: 1.13 	gb0: -9.44 	gb1: -2.91 	gb2: 0.48 	gb3: 0.32 	gb4: 0.54 	gb5: 0.79 	gb6: 1.05 	gb7: 0.02 	gb8: -0.00 	gb9: -1.36
			Robot 10 	f: -1607.25 	mf: -44.20 	ga0: -9.42 	ga1: -2.87 	ga2: 0.62 	ga3: 0.34 	ga4: 0.77 	ga5: 0.83 	ga6: 1.13 	gb0: -9.37 	gb1: -2.77 	gb2: 0.51 	gb3: 0.36 	gb4: 0.65 	gb5: 0.89 	gb6: 1.08 	gb7: -0.06 	gb8: -0.00 	gb9: -1.21
			Robot 11 	f: 601.50 	mf: 318.00 	ga0: -9.16 	ga1: -1.97 	ga2: 0.58 	ga3: 0.34 	ga4: 0.61 	ga5: 0.71 	ga6: 1.13 	gb0: -9.12 	gb1: -2.03 	gb2: 0.50 	gb3: 0.34 	gb4: 0.58 	gb5: 0.64 	gb6: 1.08 	gb7: -0.00 	gb8: 0.05 	gb9: -1.23
			Robot 12 	f: 311.35 	mf: 476.20 	ga0: -9.20 	ga1: -3.45 	ga2: 0.58 	ga3: 0.33 	ga4: 0.65 	ga5: 0.68 	ga6: 1.14 	gb0: -9.25 	gb1: -3.02 	gb2: 0.49 	gb3: 0.33 	gb4: 0.54 	gb5: 0.72 	gb6: 1.21 	gb7: -0.06 	gb8: 0.09 	gb9: -1.39
			Robot 13 	f: 422.12 	mf: 417.80 	ga0: -9.47 	ga1: -2.74 	ga2: 0.58 	ga3: 0.34 	ga4: 0.71 	ga5: 0.68 	ga6: 1.13 	gb0: -9.46 	gb1: -2.64 	gb2: 0.49 	gb3: 0.37 	gb4: 0.61 	gb5: 0.80 	gb6: 1.20 	gb7: -0.08 	gb8: -0.02 	gb9: -1.30
			Robot 14 	f: 562.61 	mf: 396.00 	ga0: -9.22 	ga1: -2.64 	ga2: 0.63 	ga3: 0.34 	ga4: 0.63 	ga5: 0.70 	ga6: 1.23 	gb0: -9.20 	gb1: -2.68 	gb2: 0.66 	gb3: 0.31 	gb4: 0.65 	gb5: 0.78 	gb6: 1.21 	gb7: 0.05 	gb8: -0.10 	gb9: -1.21
		Population 81
			Robot 0 	f: 464.20 	mf: -107.40 	ga0: -9.47 	ga1: -3.11 	ga2: 0.58 	ga3: 0.37 	ga4: 0.60 	ga5: 0.81 	ga6: 1.27 	gb0: -9.42 	gb1: -2.91 	gb2: 0.60 	gb3: 0.30 	gb4: 0.50 	gb5: 0.86 	gb6: 1.17 	gb7: -0.06 	gb8: -0.05 	gb9: -1.34
			Robot 1 	f: -431.79 	mf: 271.40 	ga0: -9.74 	ga1: -3.18 	ga2: 0.64 	ga3: 0.35 	ga4: 0.60 	ga5: 0.86 	ga6: 1.13 	gb0: -9.50 	gb1: -3.14 	gb2: 0.60 	gb3: 0.28 	gb4: 0.57 	gb5: 0.85 	gb6: 1.15 	gb7: -0.01 	gb8: 0.10 	gb9: -1.37
			Robot 2 	f: -1626.50 	mf: -195.80 	ga0: -9.69 	ga1: -2.31 	ga2: 0.64 	ga3: 0.36 	ga4: 0.81 	ga5: 0.69 	ga6: 1.14 	gb0: -9.56 	gb1: -2.22 	gb2: 0.57 	gb3: 0.28 	gb4: 0.69 	gb5: 0.64 	gb6: 1.12 	gb7: 0.04 	gb8: 0.03 	gb9: -1.33
			Robot 3 	f: -407.97 	mf: -137.20 	ga0: -9.60 	ga1: -1.32 	ga2: 0.59 	ga3: 0.40 	ga4: 0.61 	ga5: 0.70 	ga6: 1.21 	gb0: -9.64 	gb1: -1.66 	gb2: 0.52 	gb3: 0.38 	gb4: 0.63 	gb5: 0.68 	gb6: 1.18 	gb7: -0.06 	gb8: 0.05 	gb9: -1.26
			Robot 4 	f: 457.30 	mf: -34.40 	ga0: -9.74 	ga1: -3.08 	ga2: 0.58 	ga3: 0.35 	ga4: 0.61 	ga5: 0.69 	ga6: 1.13 	gb0: -9.48 	gb1: -2.90 	gb2: 0.47 	gb3: 0.29 	gb4: 0.67 	gb5: 0.81 	gb6: 1.15 	gb7: -0.03 	gb8: -0.07 	gb9: -1.37
			Robot 5 	f: -1348.92 	mf: -239.60 	ga0: -9.50 	ga1: -3.02 	ga2: 0.81 	ga3: 0.35 	ga4: 0.60 	ga5: 0.69 	ga6: 1.35 	gb0: -9.52 	gb1: -2.90 	gb2: 0.61 	gb3: 0.28 	gb4: 0.53 	gb5: 0.65 	gb6: 1.25 	gb7: 0.05 	gb8: 0.01 	gb9: -1.20
			Robot 6 	f: -399.69 	mf: -332.40 	ga0: -9.47 	ga1: -3.12 	ga2: 0.86 	ga3: 0.34 	ga4: 0.60 	ga5: 0.69 	ga6: 1.18 	gb0: -9.45 	gb1: -3.02 	gb2: 0.79 	gb3: 0.30 	gb4: 0.50 	gb5: 0.60 	gb6: 1.15 	gb7: 0.02 	gb8: -0.01 	gb9: -1.37
			Robot 7 	f: 317.92 	mf: 557.60 	ga0: -9.68 	ga1: -3.24 	ga2: 0.70 	ga3: 0.45 	ga4: 0.60 	ga5: 0.68 	ga6: 1.20 	gb0: -9.46 	gb1: -2.92 	gb2: 0.67 	gb3: 0.48 	gb4: 0.60 	gb5: 0.76 	gb6: 1.06 	gb7: 0.08 	gb8: 0.05 	gb9: -1.31
			Robot 8 	f: -239.74 	mf: 190.20 	ga0: -9.73 	ga1: -2.99 	ga2: 0.58 	ga3: 0.35 	ga4: 0.60 	ga5: 0.69 	ga6: 1.13 	gb0: -9.56 	gb1: -2.76 	gb2: 0.59 	gb3: 0.36 	gb4: 0.59 	gb5: 0.70 	gb6: 1.02 	gb7: 0.02 	gb8: -0.04 	gb9: -1.30
			Robot 9 	f: 369.70 	mf: 567.40 	ga0: -9.58 	ga1: -3.35 	ga2: 0.58 	ga3: 0.34 	ga4: 0.61 	ga5: 0.69 	ga6: 1.13 	gb0: -9.44 	gb1: -2.91 	gb2: 0.48 	gb3: 0.32 	gb4: 0.54 	gb5: 0.79 	gb6: 1.05 	gb7: 0.02 	gb8: -0.00 	gb9: -1.36
			Robot 10 	f: -1231.83 	mf: -294.40 	ga0: -9.50 	ga1: -3.11 	ga2: 0.60 	ga3: 0.58 	ga4: 0.87 	ga5: 0.76 	ga6: 1.13 	gb0: -9.55 	gb1: -2.98 	gb2: 0.63 	gb3: 0.49 	gb4: 0.68 	gb5: 0.78 	gb6: 1.07 	gb7: -0.02 	gb8: 0.04 	gb9: -1.30
			Robot 11 	f: -1091.25 	mf: -73.40 	ga0: -9.37 	ga1: -2.66 	ga2: 0.58 	ga3: 0.34 	ga4: 0.61 	ga5: 0.70 	ga6: 1.13 	gb0: -9.25 	gb1: -2.59 	gb2: 0.55 	gb3: 0.42 	gb4: 0.61 	gb5: 0.68 	gb6: 1.05 	gb7: -0.03 	gb8: 0.08 	gb9: -1.30
			Robot 12 	f: 361.47 	mf: 548.60 	ga0: -9.39 	ga1: -3.40 	ga2: 0.58 	ga3: 0.34 	ga4: 0.63 	ga5: 0.69 	ga6: 1.13 	gb0: -9.38 	gb1: -3.18 	gb2: 0.57 	gb3: 0.39 	gb4: 0.68 	gb5: 0.67 	gb6: 1.03 	gb7: -0.01 	gb8: -0.05 	gb9: -1.27
			Robot 13 	f: 273.56 	mf: 377.40 	ga0: -9.76 	ga1: -3.05 	ga2: 0.58 	ga3: 0.34 	ga4: 0.66 	ga5: 0.69 	ga6: 1.13 	gb0: -9.57 	gb1: -2.96 	gb2: 0.46 	gb3: 0.35 	gb4: 0.66 	gb5: 0.78 	gb6: 1.09 	gb7: -0.02 	gb8: -0.08 	gb9: -1.39
			Robot 14 	f: 223.19 	mf: 439.60 	ga0: -9.40 	ga1: -3.00 	ga2: 0.60 	ga3: 0.46 	ga4: 0.62 	ga5: 0.71 	ga6: 1.18 	gb0: -9.43 	gb1: -2.80 	gb2: 0.56 	gb3: 0.39 	gb4: 0.70 	gb5: 0.83 	gb6: 1.18 	gb7: -0.02 	gb8: -0.08 	gb9: -1.26
		Population 82
			Robot 0 	f: 496.71 	mf: -51.40 	ga0: -9.43 	ga1: -3.13 	ga2: 0.76 	ga3: 0.35 	ga4: 0.61 	ga5: 0.75 	ga6: 1.20 	gb0: -9.43 	gb1: -3.04 	gb2: 0.64 	gb3: 0.31 	gb4: 0.55 	gb5: 0.73 	gb6: 1.14 	gb7: 0.06 	gb8: 0.06 	gb9: -1.22
			Robot 1 	f: 521.37 	mf: 236.20 	ga0: -9.56 	ga1: -3.29 	ga2: 0.85 	ga3: 0.34 	ga4: 0.62 	ga5: 0.77 	ga6: 1.13 	gb0: -9.57 	gb1: -3.18 	gb2: 0.65 	gb3: 0.39 	gb4: 0.59 	gb5: 0.69 	gb6: 1.13 	gb7: 0.09 	gb8: 0.02 	gb9: -1.31
			Robot 2 	f: -109.83 	mf: -274.40 	ga0: -9.27 	ga1: -2.86 	ga2: 0.61 	ga3: 0.35 	ga4: 0.72 	ga5: 0.69 	ga6: 1.14 	gb0: -9.36 	gb1: -2.85 	gb2: 0.62 	gb3: 0.34 	gb4: 0.61 	gb5: 0.69 	gb6: 1.07 	gb7: 0.08 	gb8: 0.07 	gb9: -1.35
			Robot 3 	f: 383.59 	mf: -136.00 	ga0: -9.75 	ga1: -1.18 	ga2: 0.59 	ga3: 0.37 	ga4: 0.62 	ga5: 0.69 	ga6: 1.17 	gb0: -9.57 	gb1: -1.88 	gb2: 0.53 	gb3: 0.33 	gb4: 0.59 	gb5: 0.63 	gb6: 1.06 	gb7: 0.02 	gb8: 0.08 	gb9: -1.36
			Robot 4 	f: 375.23 	mf: -145.80 	ga0: -9.56 	ga1: -3.24 	ga2: 0.58 	ga3: 0.41 	ga4: 0.74 	ga5: 0.69 	ga6: 1.14 	gb0: -9.53 	gb1: -3.19 	gb2: 0.59 	gb3: 0.42 	gb4: 0.77 	gb5: 0.68 	gb6: 1.15 	gb7: 0.02 	gb8: -0.02 	gb9: -1.24
			Robot 5 	f: 385.20 	mf: -188.40 	ga0: -9.44 	ga1: -0.61 	ga2: 0.77 	ga3: 0.34 	ga4: 0.61 	ga5: 0.69 	ga6: 1.24 	gb0: -9.41 	gb1: -1.85 	gb2: 0.63 	gb3: 0.30 	gb4: 0.66 	gb5: 0.69 	gb6: 1.17 	gb7: 0.01 	gb8: 0.09 	gb9: -1.19
			Robot 6 	f: 157.67 	mf: -304.80 	ga0: -9.43 	ga1: -3.26 	ga2: 0.72 	ga3: 0.34 	ga4: 0.61 	ga5: 0.69 	ga6: 1.16 	gb0: -9.38 	gb1: -3.24 	gb2: 0.79 	gb3: 0.25 	gb4: 0.51 	gb5: 0.59 	gb6: 1.05 	gb7: -0.10 	gb8: 0.02 	gb9: -1.34
			Robot 7 	f: 781.33 	mf: 519.40 	ga0: -9.68 	ga1: -3.24 	ga2: 0.70 	ga3: 0.45 	ga4: 0.60 	ga5: 0.68 	ga6: 1.20 	gb0: -9.46 	gb1: -2.92 	gb2: 0.67 	gb3: 0.48 	gb4: 0.60 	gb5: 0.76 	gb6: 1.06 	gb7: 0.08 	gb8: 0.05 	gb9: -1.31
			Robot 8 	f: 183.10 	mf: 197.00 	ga0: -9.56 	ga1: -3.20 	ga2: 0.72 	ga3: 0.34 	ga4: 0.62 	ga5: 0.69 	ga6: 1.15 	gb0: -9.54 	gb1: -3.04 	gb2: 0.69 	gb3: 0.28 	gb4: 0.60 	gb5: 0.60 	gb6: 1.18 	gb7: 0.03 	gb8: -0.02 	gb9: -1.29
			Robot 9 	f: 90.59 	mf: 413.60 	ga0: -9.74 	ga1: -3.38 	ga2: 0.58 	ga3: 0.34 	ga4: 0.62 	ga5: 0.69 	ga6: 1.13 	gb0: -9.49 	gb1: -3.25 	gb2: 0.52 	gb3: 0.31 	gb4: 0.57 	gb5: 0.77 	gb6: 1.17 	gb7: 0.06 	gb8: -0.11 	gb9: -1.30
			Robot 10 	f: 836.66 	mf: -229.80 	ga0: -9.50 	ga1: -3.11 	ga2: 0.60 	ga3: 0.58 	ga4: 0.87 	ga5: 0.76 	ga6: 1.13 	gb0: -9.55 	gb1: -2.98 	gb2: 0.63 	gb3: 0.49 	gb4: 0.68 	gb5: 0.78 	gb6: 1.07 	gb7: -0.02 	gb8: 0.04 	gb9: -1.30
			Robot 11 	f: 488.61 	mf: -31.60 	ga0: -9.38 	ga1: -1.52 	ga2: 0.58 	ga3: 0.34 	ga4: 0.62 	ga5: 0.69 	ga6: 1.13 	gb0: -9.32 	gb1: -2.30 	gb2: 0.61 	gb3: 0.31 	gb4: 0.59 	gb5: 0.75 	gb6: 1.14 	gb7: -0.05 	gb8: -0.08 	gb9: -1.32
			Robot 12 	f: 701.43 	mf: 544.40 	ga0: -9.39 	ga1: -3.40 	ga2: 0.58 	ga3: 0.34 	ga4: 0.63 	ga5: 0.69 	ga6: 1.13 	gb0: -9.38 	gb1: -3.18 	gb2: 0.57 	gb3: 0.39 	gb4: 0.68 	gb5: 0.67 	gb6: 1.03 	gb7: -0.01 	gb8: -0.05 	gb9: -1.27
			Robot 13 	f: 688.30 	mf: 533.00 	ga0: -9.76 	ga1: -3.05 	ga2: 0.58 	ga3: 0.34 	ga4: 0.66 	ga5: 0.69 	ga6: 1.13 	gb0: -9.57 	gb1: -2.96 	gb2: 0.46 	gb3: 0.35 	gb4: 0.66 	gb5: 0.78 	gb6: 1.09 	gb7: -0.02 	gb8: -0.08 	gb9: -1.39
			Robot 14 	f: 630.00 	mf: 439.00 	ga0: -9.40 	ga1: -3.00 	ga2: 0.60 	ga3: 0.46 	ga4: 0.62 	ga5: 0.71 	ga6: 1.18 	gb0: -9.43 	gb1: -2.80 	gb2: 0.56 	gb3: 0.39 	gb4: 0.70 	gb5: 0.83 	gb6: 1.18 	gb7: -0.02 	gb8: -0.08 	gb9: -1.26
		Population 83
			Robot 0 	f: 513.76 	mf: -25.60 	ga0: -9.56 	ga1: -3.09 	ga2: 0.78 	ga3: 0.40 	ga4: 0.61 	ga5: 0.72 	ga6: 1.20 	gb0: -9.59 	gb1: -3.00 	gb2: 0.72 	gb3: 0.30 	gb4: 0.67 	gb5: 0.79 	gb6: 1.12 	gb7: -0.06 	gb8: 0.09 	gb9: -1.22
			Robot 1 	f: 570.70 	mf: 302.60 	ga0: -9.56 	ga1: -3.29 	ga2: 0.85 	ga3: 0.34 	ga4: 0.62 	ga5: 0.77 	ga6: 1.13 	gb0: -9.57 	gb1: -3.18 	gb2: 0.65 	gb3: 0.39 	gb4: 0.59 	gb5: 0.69 	gb6: 1.13 	gb7: 0.09 	gb8: 0.02 	gb9: -1.31
			Robot 2 	f: 353.66 	mf: -315.80 	ga0: -9.48 	ga1: -3.05 	ga2: 0.79 	ga3: 0.40 	ga4: 0.66 	ga5: 0.69 	ga6: 1.38 	gb0: -9.48 	gb1: -3.02 	gb2: 0.75 	gb3: 0.46 	gb4: 0.59 	gb5: 0.80 	gb6: 1.13 	gb7: 0.05 	gb8: 0.05 	gb9: -1.28
			Robot 3 	f: -17.35 	mf: -22.80 	ga0: -9.72 	ga1: -2.21 	ga2: 0.64 	ga3: 0.52 	ga4: 0.61 	ga5: 0.86 	ga6: 1.19 	gb0: -9.53 	gb1: -2.40 	gb2: 0.58 	gb3: 0.54 	gb4: 0.69 	gb5: 0.79 	gb6: 1.09 	gb7: 0.06 	gb8: 0.06 	gb9: -1.22
			Robot 4 	f: 769.13 	mf: 7.80 	ga0: -9.56 	ga1: -3.24 	ga2: 0.58 	ga3: 0.41 	ga4: 0.74 	ga5: 0.69 	ga6: 1.14 	gb0: -9.53 	gb1: -3.19 	gb2: 0.59 	gb3: 0.42 	gb4: 0.77 	gb5: 0.68 	gb6: 1.15 	gb7: 0.02 	gb8: -0.02 	gb9: -1.24
			Robot 5 	f: -15.47 	mf: -263.80 	ga0: -9.56 	ga1: -1.92 	ga2: 0.75 	ga3: 0.40 	ga4: 0.68 	ga5: 0.69 	ga6: 1.22 	gb0: -9.51 	gb1: -2.19 	gb2: 0.63 	gb3: 0.33 	gb4: 0.64 	gb5: 0.75 	gb6: 1.11 	gb7: 0.12 	gb8: 0.10 	gb9: -1.33
