QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 50
PointsCollision: -100
PointsMoving: 10
MaxPopulation: 500
MaxTime: 600
EnvMutationRate: 0.2

Environment 0	 h: 5	 mr: 0.4	 nc: 0.5	 nm: 0.2	 bmp: 1	 cc: 0
	Repetition 0
		Population 0
			Robot 0 	f: 0.00 	mf: 0.00 	ga0: 0.62 	ga1: 2.55 	ga2: 0.00 	ga3: 0.08 	ga4: 0.06 	ga5: 0.00 	ga6: 0.00 	gb0: 0.59 	gb1: 0.67 	gb2: 0.26 	gb3: 0.25 	gb4: 0.33 	gb5: -0.70 	gb6: 1.02 	gb7: 1.43 	gb8: 3.95 	gb9: -1.57
			Robot 0 	f: 25.54 	mf: 56.60 	ga0: 0.26 	ga1: 2.64 	ga2: 0.47 	ga3: 0.61 	ga4: 0.93 	ga5: 0.62 	ga6: 0.72 	gb0: 0.23 	gb1: 0.54 	gb2: 0.49 	gb3: 0.41 	gb4: 0.38 	gb5: 0.14 	gb6: -1.53 	gb7: 0.24 	gb8: -1.96 	gb9: 1.34
			Robot 1 	f: 122.68 	mf: -164.40 	ga0: 0.31 	ga1: 2.88 	ga2: 0.43 	ga3: 0.39 	ga4: 0.82 	ga5: 0.64 	ga6: 0.71 	gb0: 0.36 	gb1: 0.35 	gb2: 0.31 	gb3: 0.28 	gb4: 0.30 	gb5: 2.72 	gb6: 3.55 	gb7: 0.87 	gb8: 1.14 	gb9: -2.37
			Robot 2 	f: 131.35 	mf: 67.60 	ga0: 0.42 	ga1: 1.33 	ga2: 0.57 	ga3: 0.31 	ga4: 1.08 	ga5: 0.49 	ga6: 0.62 	gb0: 0.31 	gb1: 0.46 	gb2: 0.36 	gb3: 0.66 	gb4: 0.69 	gb5: -1.82 	gb6: 2.93 	gb7: -1.07 	gb8: -1.71 	gb9: -0.67
			Robot 3 	f: 168.62 	mf: 150.20 	ga0: 0.38 	ga1: 1.35 	ga2: 0.43 	ga3: 0.31 	ga4: 0.78 	ga5: 0.35 	ga6: 0.57 	gb0: 0.33 	gb1: 0.75 	gb2: 0.49 	gb3: 0.53 	gb4: 0.55 	gb5: -0.23 	gb6: 2.82 	gb7: -2.07 	gb8: -1.88 	gb9: -1.87
			Robot 4 	f: 19.40 	mf: 55.00 	ga0: 0.59 	ga1: 1.24 	ga2: 0.43 	ga3: 0.34 	ga4: 0.98 	ga5: 0.57 	ga6: 0.59 	gb0: 0.50 	gb1: 0.52 	gb2: 0.50 	gb3: 0.44 	gb4: 0.44 	gb5: 0.08 	gb6: -0.95 	gb7: -2.03 	gb8: -2.82 	gb9: -2.02
			Robot 5 	f: 46.76 	mf: 22.00 	ga0: 0.74 	ga1: 1.01 	ga2: 0.43 	ga3: 0.36 	ga4: 0.85 	ga5: 0.45 	ga6: 0.58 	gb0: 0.62 	gb1: 0.44 	gb2: 0.76 	gb3: 0.51 	gb4: 0.26 	gb5: -2.16 	gb6: 1.26 	gb7: 0.44 	gb8: 1.11 	gb9: -1.29
			Robot 6 	f: 109.46 	mf: 100.40 	ga0: 0.55 	ga1: 1.28 	ga2: 0.43 	ga3: 0.38 	ga4: 0.84 	ga5: 0.46 	ga6: 0.79 	gb0: 0.30 	gb1: 0.64 	gb2: 0.26 	gb3: 0.54 	gb4: 0.47 	gb5: 1.28 	gb6: -1.00 	gb7: 0.18 	gb8: 1.03 	gb9: -1.50
			Robot 7 	f: 3.36 	mf: -354.60 	ga0: 0.69 	ga1: 1.49 	ga2: 0.44 	ga3: 0.48 	ga4: 1.01 	ga5: 0.35 	ga6: 0.60 	gb0: 0.34 	gb1: 0.86 	gb2: 0.49 	gb3: 0.40 	gb4: 0.67 	gb5: -1.09 	gb6: 1.13 	gb7: 1.95 	gb8: -1.64 	gb9: 0.94
			Robot 8 	f: 113.82 	mf: 56.00 	ga0: 0.46 	ga1: 1.83 	ga2: 0.49 	ga3: 0.32 	ga4: 0.99 	ga5: 0.72 	ga6: 0.71 	gb0: 0.29 	gb1: 0.59 	gb2: 0.59 	gb3: 0.45 	gb4: 0.48 	gb5: -0.92 	gb6: -1.39 	gb7: 1.43 	gb8: -2.73 	gb9: -2.47
			Robot 9 	f: -1285.21 	mf: -201.80 	ga0: 0.18 	ga1: 1.32 	ga2: 0.44 	ga3: 0.49 	ga4: 0.89 	ga5: 0.42 	ga6: 0.63 	gb0: 0.49 	gb1: 0.39 	gb2: 0.63 	gb3: 0.39 	gb4: 0.32 	gb5: -2.67 	gb6: 0.93 	gb7: -2.71 	gb8: 0.97 	gb9: 0.10
			Robot 10 	f: 19.32 	mf: 17.20 	ga0: 0.47 	ga1: 1.30 	ga2: 0.44 	ga3: 0.38 	ga4: 1.00 	ga5: 0.48 	ga6: 0.74 	gb0: 0.56 	gb1: 0.80 	gb2: 0.48 	gb3: 0.63 	gb4: 0.50 	gb5: -2.49 	gb6: 1.42 	gb7: -0.22 	gb8: -1.44 	gb9: -0.89
			Robot 11 	f: 75.89 	mf: 120.20 	ga0: 0.34 	ga1: 1.57 	ga2: 0.46 	ga3: 0.49 	ga4: 0.78 	ga5: 0.60 	ga6: 0.57 	gb0: 0.39 	gb1: 0.68 	gb2: 0.22 	gb3: 0.41 	gb4: 0.52 	gb5: -2.10 	gb6: 0.41 	gb7: -1.68 	gb8: -0.52 	gb9: 0.11
			Robot 12 	f: 62.48 	mf: -113.40 	ga0: 0.70 	ga1: 1.50 	ga2: 0.61 	ga3: 0.56 	ga4: 0.89 	ga5: 0.35 	ga6: 0.57 	gb0: 0.68 	gb1: 0.48 	gb2: 0.43 	gb3: 0.78 	gb4: 0.41 	gb5: 1.07 	gb6: -0.92 	gb7: -1.53 	gb8: -1.68 	gb9: -2.84
			Robot 13 	f: 55.34 	mf: 60.80 	ga0: 0.33 	ga1: 3.00 	ga2: 0.58 	ga3: 0.36 	ga4: 0.81 	ga5: 0.37 	ga6: 0.66 	gb0: 0.40 	gb1: 0.51 	gb2: 0.32 	gb3: 0.63 	gb4: 0.27 	gb5: -0.78 	gb6: 2.96 	gb7: 0.76 	gb8: -0.06 	gb9: 1.32
			Robot 14 	f: 45.08 	mf: -241.20 	ga0: 0.33 	ga1: 1.31 	ga2: 0.64 	ga3: 0.37 	ga4: 0.77 	ga5: 0.50 	ga6: 0.73 	gb0: 0.35 	gb1: 0.70 	gb2: 0.42 	gb3: 0.67 	gb4: 0.71 	gb5: -0.06 	gb6: 0.71 	gb7: 0.51 	gb8: -0.66 	gb9: 0.45
		Population 36
			Robot 0 	f: 35.53 	mf: 63.80 	ga0: 0.26 	ga1: 2.64 	ga2: 0.47 	ga3: 0.61 	ga4: 0.93 	ga5: 0.62 	ga6: 0.72 	gb0: 0.23 	gb1: 0.54 	gb2: 0.49 	gb3: 0.41 	gb4: 0.38 	gb5: 0.14 	gb6: -1.53 	gb7: 0.24 	gb8: -1.96 	gb9: 1.34
			Robot 1 	f: 111.17 	mf: -157.40 	ga0: 0.31 	ga1: 2.88 	ga2: 0.43 	ga3: 0.39 	ga4: 0.82 	ga5: 0.64 	ga6: 0.71 	gb0: 0.36 	gb1: 0.35 	gb2: 0.31 	gb3: 0.28 	gb4: 0.30 	gb5: 2.72 	gb6: 3.55 	gb7: 0.87 	gb8: 1.14 	gb9: -2.37
			Robot 2 	f: 106.51 	mf: 87.60 	ga0: 0.42 	ga1: 1.33 	ga2: 0.57 	ga3: 0.31 	ga4: 1.08 	ga5: 0.49 	ga6: 0.62 	gb0: 0.31 	gb1: 0.46 	gb2: 0.36 	gb3: 0.66 	gb4: 0.69 	gb5: -1.82 	gb6: 2.93 	gb7: -1.07 	gb8: -1.71 	gb9: -0.67
			Robot 3 	f: 21.65 	mf: 141.80 	ga0: 0.38 	ga1: 1.35 	ga2: 0.43 	ga3: 0.31 	ga4: 0.78 	ga5: 0.35 	ga6: 0.57 	gb0: 0.33 	gb1: 0.75 	gb2: 0.49 	gb3: 0.53 	gb4: 0.55 	gb5: -0.23 	gb6: 2.82 	gb7: -2.07 	gb8: -1.88 	gb9: -1.87
			Robot 4 	f: 64.85 	mf: 56.60 	ga0: 0.59 	ga1: 1.24 	ga2: 0.43 	ga3: 0.34 	ga4: 0.98 	ga5: 0.57 	ga6: 0.59 	gb0: 0.50 	gb1: 0.52 	gb2: 0.50 	gb3: 0.44 	gb4: 0.44 	gb5: 0.08 	gb6: -0.95 	gb7: -2.03 	gb8: -2.82 	gb9: -2.02
			Robot 5 	f: 80.22 	mf: 35.20 	ga0: 0.74 	ga1: 1.01 	ga2: 0.43 	ga3: 0.36 	ga4: 0.85 	ga5: 0.45 	ga6: 0.58 	gb0: 0.62 	gb1: 0.44 	gb2: 0.76 	gb3: 0.51 	gb4: 0.26 	gb5: -2.16 	gb6: 1.26 	gb7: 0.44 	gb8: 1.11 	gb9: -1.29
			Robot 6 	f: 12.22 	mf: 79.20 	ga0: 0.73 	ga1: 1.31 	ga2: 0.43 	ga3: 0.59 	ga4: 0.81 	ga5: 0.41 	ga6: 0.68 	gb0: 0.47 	gb1: 0.45 	gb2: 0.31 	gb3: 0.73 	gb4: 0.27 	gb5: -0.90 	gb6: 0.46 	gb7: -0.13 	gb8: -1.17 	gb9: -3.14
			Robot 7 	f: 18.91 	mf: -353.00 	ga0: 0.77 	ga1: 1.42 	ga2: 0.44 	ga3: 0.39 	ga4: 0.89 	ga5: 0.35 	ga6: 0.58 	gb0: 0.33 	gb1: 0.77 	gb2: 0.51 	gb3: 0.59 	gb4: 0.51 	gb5: 0.93 	gb6: 0.52 	gb7: 0.38 	gb8: -2.54 	gb9: -1.70
			Robot 8 	f: -1017.04 	mf: -147.40 	ga0: 0.42 	ga1: 1.30 	ga2: 0.62 	ga3: 0.56 	ga4: 0.98 	ga5: 0.58 	ga6: 0.64 	gb0: 0.36 	gb1: 0.66 	gb2: 0.61 	gb3: 0.55 	gb4: 0.36 	gb5: 0.52 	gb6: 0.15 	gb7: 0.92 	gb8: 0.89 	gb9: 0.87
			Robot 9 	f: 17.10 	mf: -211.40 	ga0: 0.28 	ga1: 0.67 	ga2: 0.44 	ga3: 0.51 	ga4: 1.01 	ga5: 0.39 	ga6: 0.83 	gb0: 0.24 	gb1: 0.61 	gb2: 0.69 	gb3: 0.29 	gb4: 0.54 	gb5: -1.13 	gb6: 1.34 	gb7: -3.60 	gb8: -1.33 	gb9: 1.11
			Robot 10 	f: 20.41 	mf: 16.20 	ga0: 0.71 	ga1: 2.16 	ga2: 0.66 	ga3: 0.35 	ga4: 0.90 	ga5: 0.54 	ga6: 0.87 	gb0: 0.26 	gb1: 0.56 	gb2: 0.57 	gb3: 0.68 	gb4: 0.62 	gb5: -1.18 	gb6: 0.76 	gb7: 0.28 	gb8: -2.79 	gb9: -0.16
			Robot 11 	f: 79.88 	mf: 89.20 	ga0: 0.34 	ga1: 1.57 	ga2: 0.46 	ga3: 0.49 	ga4: 0.78 	ga5: 0.60 	ga6: 0.57 	gb0: 0.39 	gb1: 0.68 	gb2: 0.22 	gb3: 0.41 	gb4: 0.52 	gb5: -2.10 	gb6: 0.41 	gb7: -1.68 	gb8: -0.52 	gb9: 0.11
			Robot 12 	f: 95.72 	mf: -97.20 	ga0: 0.70 	ga1: 1.50 	ga2: 0.61 	ga3: 0.56 	ga4: 0.89 	ga5: 0.35 	ga6: 0.57 	gb0: 0.68 	gb1: 0.48 	gb2: 0.43 	gb3: 0.78 	gb4: 0.41 	gb5: 1.07 	gb6: -0.92 	gb7: -1.53 	gb8: -1.68 	gb9: -2.84
			Robot 13 	f: 56.52 	mf: 70.60 	ga0: 0.33 	ga1: 3.00 	ga2: 0.58 	ga3: 0.36 	ga4: 0.81 	ga5: 0.37 	ga6: 0.66 	gb0: 0.40 	gb1: 0.51 	gb2: 0.32 	gb3: 0.63 	gb4: 0.27 	gb5: -0.78 	gb6: 2.96 	gb7: 0.76 	gb8: -0.06 	gb9: 1.32
			Robot 14 	f: 60.20 	mf: -236.60 	ga0: 0.33 	ga1: 1.31 	ga2: 0.64 	ga3: 0.37 	ga4: 0.77 	ga5: 0.50 	ga6: 0.73 	gb0: 0.35 	gb1: 0.70 	gb2: 0.42 	gb3: 0.67 	gb4: 0.71 	gb5: -0.06 	gb6: 0.71 	gb7: 0.51 	gb8: -0.66 	gb9: 0.45
		Population 37
			Robot 0 	f: -282.73 	mf: -13.80 	ga0: 0.32 	ga1: 2.00 	ga2: 0.45 	ga3: 0.46 	ga4: 0.86 	ga5: 0.49 	ga6: 0.67 	gb0: 0.23 	gb1: 0.81 	gb2: 0.62 	gb3: 0.60 	gb4: 0.47 	gb5: -2.12 	gb6: 1.48 	gb7: 0.58 	gb8: -0.31 	gb9: 1.37
			Robot 1 	f: 105.57 	mf: -136.80 	ga0: 0.31 	ga1: 2.88 	ga2: 0.43 	ga3: 0.39 	ga4: 0.82 	ga5: 0.64 	ga6: 0.71 	gb0: 0.36 	gb1: 0.35 	gb2: 0.31 	gb3: 0.28 	gb4: 0.30 	gb5: 2.72 	gb6: 3.55 	gb7: 0.87 	gb8: 1.14 	gb9: -2.37
			Robot 2 	f: 48.46 	mf: 92.20 	ga0: 0.42 	ga1: 1.33 	ga2: 0.57 	ga3: 0.31 	ga4: 1.08 	ga5: 0.49 	ga6: 0.62 	gb0: 0.31 	gb1: 0.46 	gb2: 0.36 	gb3: 0.66 	gb4: 0.69 	gb5: -1.82 	gb6: 2.93 	gb7: -1.07 	gb8: -1.71 	gb9: -0.67
			Robot 3 	f: 30.47 	mf: 112.20 	ga0: 0.38 	ga1: 1.35 	ga2: 0.43 	ga3: 0.31 	ga4: 0.78 	ga5: 0.35 	ga6: 0.57 	gb0: 0.33 	gb1: 0.75 	gb2: 0.49 	gb3: 0.53 	gb4: 0.55 	gb5: -0.23 	gb6: 2.82 	gb7: -2.07 	gb8: -1.88 	gb9: -1.87
			Robot 4 	f: 7.91 	mf: 23.60 	ga0: 0.48 	ga1: 1.29 	ga2: 0.43 	ga3: 0.32 	ga4: 0.89 	ga5: 0.68 	ga6: 0.81 	gb0: 0.42 	gb1: 0.63 	gb2: 0.72 	gb3: 0.37 	gb4: 0.35 	gb5: -1.07 	gb6: -1.44 	gb7: -1.49 	gb8: -0.74 	gb9: -0.31
			Robot 5 	f: 181.54 	mf: 64.80 	ga0: 0.74 	ga1: 1.01 	ga2: 0.43 	ga3: 0.36 	ga4: 0.85 	ga5: 0.45 	ga6: 0.58 	gb0: 0.62 	gb1: 0.44 	gb2: 0.76 	gb3: 0.51 	gb4: 0.26 	gb5: -2.16 	gb6: 1.26 	gb7: 0.44 	gb8: 1.11 	gb9: -1.29
			Robot 6 	f: -1614.56 	mf: -245.20 	ga0: 0.28 	ga1: 1.33 	ga2: 0.43 	ga3: 0.61 	ga4: 0.87 	ga5: 0.38 	ga6: 0.71 	gb0: 0.37 	gb1: 0.58 	gb2: 0.27 	gb3: 0.65 	gb4: 0.41 	gb5: 0.55 	gb6: -0.92 	gb7: -0.13 	gb8: -1.49 	gb9: -1.00
			Robot 7 	f: 33.65 	mf: -2.00 	ga0: 0.77 	ga1: 1.42 	ga2: 0.44 	ga3: 0.39 	ga4: 0.89 	ga5: 0.35 	ga6: 0.58 	gb0: 0.33 	gb1: 0.77 	gb2: 0.51 	gb3: 0.59 	gb4: 0.51 	gb5: 0.93 	gb6: 0.52 	gb7: 0.38 	gb8: -2.54 	gb9: -1.70
			Robot 8 	f: 119.75 	mf: -150.20 	ga0: 0.42 	ga1: 1.30 	ga2: 0.62 	ga3: 0.56 	ga4: 0.98 	ga5: 0.58 	ga6: 0.64 	gb0: 0.36 	gb1: 0.66 	gb2: 0.61 	gb3: 0.55 	gb4: 0.36 	gb5: 0.52 	gb6: 0.15 	gb7: 0.92 	gb8: 0.89 	gb9: 0.87
			Robot 9 	f: 64.02 	mf: -213.40 	ga0: 0.28 	ga1: 0.67 	ga2: 0.44 	ga3: 0.51 	ga4: 1.01 	ga5: 0.39 	ga6: 0.83 	gb0: 0.24 	gb1: 0.61 	gb2: 0.69 	gb3: 0.29 	gb4: 0.54 	gb5: -1.13 	gb6: 1.34 	gb7: -3.60 	gb8: -1.33 	gb9: 1.11
			Robot 10 	f: 23.91 	mf: 20.40 	ga0: 0.27 	ga1: 1.76 	ga2: 0.54 	ga3: 0.53 	ga4: 1.07 	ga5: 0.49 	ga6: 0.91 	gb0: 0.60 	gb1: 0.58 	gb2: 0.62 	gb3: 0.44 	gb4: 0.65 	gb5: -0.42 	gb6: 1.24 	gb7: -1.31 	gb8: -0.89 	gb9: -2.98
			Robot 11 	f: 118.12 	mf: 79.40 	ga0: 0.34 	ga1: 1.57 	ga2: 0.46 	ga3: 0.49 	ga4: 0.78 	ga5: 0.60 	ga6: 0.57 	gb0: 0.39 	gb1: 0.68 	gb2: 0.22 	gb3: 0.41 	gb4: 0.52 	gb5: -2.10 	gb6: 0.41 	gb7: -1.68 	gb8: -0.52 	gb9: 0.11
			Robot 12 	f: 135.08 	mf: 38.20 	ga0: 0.70 	ga1: 1.50 	ga2: 0.61 	ga3: 0.56 	ga4: 0.89 	ga5: 0.35 	ga6: 0.57 	gb0: 0.68 	gb1: 0.48 	gb2: 0.43 	gb3: 0.78 	gb4: 0.41 	gb5: 1.07 	gb6: -0.92 	gb7: -1.53 	gb8: -1.68 	gb9: -2.84
			Robot 13 	f: 96.98 	mf: 65.20 	ga0: 0.33 	ga1: 3.00 	ga2: 0.58 	ga3: 0.36 	ga4: 0.81 	ga5: 0.37 	ga6: 0.66 	gb0: 0.40 	gb1: 0.51 	gb2: 0.32 	gb3: 0.63 	gb4: 0.27 	gb5: -0.78 	gb6: 2.96 	gb7: 0.76 	gb8: -0.06 	gb9: 1.32
			Robot 14 	f: -282.11 	mf: -293.40 	ga0: 0.68 	ga1: 1.67 	ga2: 0.53 	ga3: 0.34 	ga4: 0.77 	ga5: 0.43 	ga6: 0.84 	gb0: 0.24 	gb1: 0.73 	gb2: 0.44 	gb3: 0.57 	gb4: 0.39 	gb5: 0.25 	gb6: 1.64 	gb7: 1.84 	gb8: 1.73 	gb9: 1.45
		Population 38
			Robot 0 	f: 120.99 	mf: -4.40 	ga0: 0.68 	ga1: 1.66 	ga2: 0.59 	ga3: 0.39 	ga4: 0.97 	ga5: 0.49 	ga6: 0.88 	gb0: 0.49 	gb1: 0.75 	gb2: 0.70 	gb3: 0.74 	gb4: 0.31 	gb5: -1.62 	gb6: 0.53 	gb7: -1.99 	gb8: 1.05 	gb9: 0.70
			Robot 1 	f: 114.53 	mf: -132.60 	ga0: 0.36 	ga1: 2.10 	ga2: 0.50 	ga3: 0.35 	ga4: 0.95 	ga5: 0.57 	ga6: 0.67 	gb0: 0.18 	gb1: 0.35 	gb2: 0.60 	gb3: 0.57 	gb4: 0.49 	gb5: -0.72 	gb6: -0.33 	gb7: -0.93 	gb8: -1.00 	gb9: -0.09
			Robot 2 	f: 144.25 	mf: 111.80 	ga0: 0.42 	ga1: 1.33 	ga2: 0.57 	ga3: 0.31 	ga4: 1.08 	ga5: 0.49 	ga6: 0.62 	gb0: 0.31 	gb1: 0.46 	gb2: 0.36 	gb3: 0.66 	gb4: 0.69 	gb5: -1.82 	gb6: 2.93 	gb7: -1.07 	gb8: -1.71 	gb9: -0.67
			Robot 3 	f: 128.40 	mf: 107.20 	ga0: 0.70 	ga1: 1.34 	ga2: 0.50 	ga3: 0.31 	ga4: 0.93 	ga5: 0.61 	ga6: 0.59 	gb0: 0.30 	gb1: 0.67 	gb2: 0.55 	gb3: 0.75 	gb4: 0.47 	gb5: -1.47 	gb6: 1.66 	gb7: 0.68 	gb8: -0.31 	gb9: 0.06
			Robot 4 	f: 90.29 	mf: 42.60 	ga0: 0.45 	ga1: 1.66 	ga2: 0.54 	ga3: 0.32 	ga4: 1.10 	ga5: 0.59 	ga6: 0.72 	gb0: 0.21 	gb1: 0.71 	gb2: 0.68 	gb3: 0.28 	gb4: 0.75 	gb5: -0.55 	gb6: -1.42 	gb7: 1.13 	gb8: -1.50 	gb9: -0.83
			Robot 5 	f: 102.60 	mf: 83.00 	ga0: 0.58 	ga1: 1.17 	ga2: 0.50 	ga3: 0.34 	ga4: 0.96 	ga5: 0.56 	ga6: 0.60 	gb0: 0.38 	gb1: 0.51 	gb2: 0.77 	gb3: 0.30 	gb4: 0.49 	gb5: -3.00 	gb6: -0.40 	gb7: 0.17 	gb8: 1.61 	gb9: -0.07
			Robot 6 	f: -39.02 	mf: -267.40 	ga0: 0.17 	ga1: 0.66 	ga2: 0.61 	ga3: 0.46 	ga4: 1.00 	ga5: 0.44 	ga6: 0.67 	gb0: 0.57 	gb1: 0.63 	gb2: 0.18 	gb3: 0.48 	gb4: 0.39 	gb5: 2.07 	gb6: -0.94 	gb7: 0.13 	gb8: 0.44 	gb9: -1.22
			Robot 7 	f: -1172.37 	mf: -216.60 	ga0: 0.59 	ga1: 1.37 	ga2: 0.61 	ga3: 0.35 	ga4: 0.98 	ga5: 0.42 	ga6: 0.81 	gb0: 0.25 	gb1: 0.37 	gb2: 0.57 	gb3: 0.60 	gb4: 0.34 	gb5: -2.29 	gb6: -0.98 	gb7: 1.12 	gb8: -0.79 	gb9: -2.16
			Robot 8 	f: 103.76 	mf: -129.20 	ga0: 0.42 	ga1: 1.31 	ga2: 0.72 	ga3: 0.44 	ga4: 1.03 	ga5: 0.61 	ga6: 0.63 	gb0: 0.46 	gb1: 0.31 	gb2: 0.53 	gb3: 0.37 	gb4: 0.74 	gb5: -2.42 	gb6: 0.12 	gb7: -1.11 	gb8: 1.11 	gb9: -0.22
			Robot 9 	f: 126.54 	mf: -198.40 	ga0: 0.18 	ga1: 1.00 	ga2: 0.50 	ga3: 0.41 	ga4: 1.23 	ga5: 0.44 	ga6: 0.72 	gb0: 0.36 	gb1: 0.34 	gb2: 0.40 	gb3: 0.35 	gb4: 0.73 	gb5: -1.22 	gb6: 0.85 	gb7: 0.27 	gb8: -2.73 	gb9: 1.45
			Robot 10 	f: 139.57 	mf: 43.00 	ga0: 0.35 	ga1: 1.54 	ga2: 0.56 	ga3: 0.42 	ga4: 1.28 	ga5: 0.49 	ga6: 0.76 	gb0: 0.56 	gb1: 0.71 	gb2: 0.25 	gb3: 0.33 	gb4: 0.42 	gb5: -1.62 	gb6: -1.34 	gb7: -0.25 	gb8: 1.77 	gb9: -1.70
			Robot 11 	f: 97.74 	mf: 73.20 	ga0: 0.38 	ga1: 1.23 	ga2: 0.64 	ga3: 0.40 	ga4: 0.93 	ga5: 0.57 	ga6: 0.83 	gb0: 0.48 	gb1: 0.55 	gb2: 0.15 	gb3: 0.31 	gb4: 0.45 	gb5: 0.07 	gb6: -0.34 	gb7: -0.83 	gb8: -2.48 	gb9: 0.88
			Robot 12 	f: -107.37 	mf: 46.80 	ga0: 0.56 	ga1: 1.21 	ga2: 0.72 	ga3: 0.44 	ga4: 1.21 	ga5: 0.52 	ga6: 0.81 	gb0: 0.70 	gb1: 0.52 	gb2: 0.29 	gb3: 0.56 	gb4: 0.44 	gb5: 2.22 	gb6: -0.02 	gb7: -0.32 	gb8: -2.19 	gb9: -0.59
			Robot 13 	f: 94.44 	mf: 71.20 	ga0: 0.37 	ga1: 2.08 	ga2: 0.58 	ga3: 0.33 	ga4: 0.94 	ga5: 0.43 	ga6: 0.81 	gb0: 0.50 	gb1: 0.34 	gb2: 0.38 	gb3: 0.66 	gb4: 0.73 	gb5: -0.20 	gb6: 1.19 	gb7: -1.61 	gb8: -0.57 	gb9: 1.24
			Robot 14 	f: 39.82 	mf: -22.00 	ga0: 0.55 	ga1: 1.50 	ga2: 0.58 	ga3: 0.33 	ga4: 0.93 	ga5: 0.46 	ga6: 0.94 	gb0: 0.43 	gb1: 0.56 	gb2: 0.46 	gb3: 0.46 	gb4: 0.71 	gb5: 1.45 	gb6: -0.95 	gb7: 2.61 	gb8: -0.98 	gb9: -0.02
		Population 39
			Robot 0 	f: 14.65 	mf: -17.60 	ga0: 0.26 	ga1: 1.88 	ga2: 0.54 	ga3: 0.37 	ga4: 1.02 	ga5: 0.53 	ga6: 0.99 	gb0: 0.52 	gb1: 0.32 	gb2: 0.65 	gb3: 0.79 	gb4: 0.65 	gb5: -1.58 	gb6: 1.50 	gb7: 0.94 	gb8: 2.25 	gb9: -1.51
			Robot 1 	f: 158.14 	mf: 122.00 	ga0: 0.36 	ga1: 2.10 	ga2: 0.50 	ga3: 0.35 	ga4: 0.95 	ga5: 0.57 	ga6: 0.67 	gb0: 0.18 	gb1: 0.35 	gb2: 0.60 	gb3: 0.57 	gb4: 0.49 	gb5: -0.72 	gb6: -0.33 	gb7: -0.93 	gb8: -1.00 	gb9: -0.09
			Robot 2 	f: 168.21 	mf: 119.40 	ga0: 0.42 	ga1: 1.33 	ga2: 0.57 	ga3: 0.31 	ga4: 1.08 	ga5: 0.49 	ga6: 0.62 	gb0: 0.31 	gb1: 0.46 	gb2: 0.36 	gb3: 0.66 	gb4: 0.69 	gb5: -1.82 	gb6: 2.93 	gb7: -1.07 	gb8: -1.71 	gb9: -0.67
			Robot 3 	f: 125.41 	mf: 94.40 	ga0: 0.77 	ga1: 1.72 	ga2: 0.51 	ga3: 0.38 	ga4: 1.10 	ga5: 0.59 	ga6: 0.64 	gb0: 0.33 	gb1: 0.45 	gb2: 0.60 	gb3: 0.62 	gb4: 0.37 	gb5: -1.68 	gb6: -1.48 	gb7: -1.93 	gb8: -1.49 	gb9: -2.20
			Robot 4 	f: -90.78 	mf: 18.00 	ga0: 0.20 	ga1: 1.88 	ga2: 0.52 	ga3: 0.57 	ga4: 1.18 	ga5: 0.58 	ga6: 0.69 	gb0: 0.50 	gb1: 0.36 	gb2: 0.45 	gb3: 0.38 	gb4: 0.31 	gb5: -2.14 	gb6: -1.89 	gb7: 1.48 	gb8: 0.21 	gb9: -0.68
			Robot 5 	f: 12.90 	mf: 84.20 	ga0: 0.24 	ga1: 2.82 	ga2: 0.64 	ga3: 0.39 	ga4: 1.17 	ga5: 0.56 	ga6: 0.63 	gb0: 0.52 	gb1: 0.61 	gb2: 0.72 	gb3: 0.26 	gb4: 0.63 	gb5: 0.28 	gb6: 0.01 	gb7: 0.52 	gb8: 2.22 	gb9: 0.82
			Robot 6 	f: 10.16 	mf: -304.40 	ga0: 0.27 	ga1: 1.38 	ga2: 0.61 	ga3: 0.48 	ga4: 0.98 	ga5: 0.50 	ga6: 0.67 	gb0: 0.36 	gb1: 0.27 	gb2: 0.59 	gb3: 0.69 	gb4: 0.34 	gb5: 2.13 	gb6: 0.74 	gb7: -2.03 	gb8: -1.31 	gb9: 0.19
			Robot 7 	f: 4.64 	mf: -222.80 	ga0: 0.48 	ga1: 1.74 	ga2: 0.56 	ga3: 0.54 	ga4: 0.97 	ga5: 0.63 	ga6: 0.76 	gb0: 0.32 	gb1: 0.20 	gb2: 0.63 	gb3: 0.46 	gb4: 0.52 	gb5: -0.61 	gb6: 1.23 	gb7: -2.31 	gb8: -1.31 	gb9: -0.78
			Robot 8 	f: -852.85 	mf: -306.80 	ga0: 0.39 	ga1: 1.85 	ga2: 0.61 	ga3: 0.59 	ga4: 0.99 	ga5: 0.71 	ga6: 0.74 	gb0: 0.57 	gb1: 0.31 	gb2: 0.53 	gb3: 0.59 	gb4: 0.64 	gb5: -0.07 	gb6: -0.13 	gb7: 0.47 	gb8: 0.90 	gb9: -0.62
			Robot 9 	f: 83.39 	mf: -199.00 	ga0: 0.27 	ga1: 2.77 	ga2: 0.73 	ga3: 0.38 	ga4: 1.21 	ga5: 0.73 	ga6: 0.70 	gb0: 0.31 	gb1: 0.22 	gb2: 0.64 	gb3: 0.41 	gb4: 0.55 	gb5: -0.58 	gb6: 2.37 	gb7: -2.30 	gb8: 1.31 	gb9: -1.57
